"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1905379152838230377","Thu Mar 27 22:56:10 +0000 2025","0","@naruto_06231025 おはよう！","1905393438931255548","","naruto_06231025","ja","","0","0","0","https://x.com/shirachan_0608/status/1905393438931255548","1822649401736880128","shirachan_0608"
"1905369458299859357","Thu Mar 27 22:56:02 +0000 2025","0","@stejaeger 1. Naruto 2. Snk 3. Les carnets de l apothicaire 4. Death note 5. Paradise kiss","1905393402365063643","","stejaeger","fr","","0","0","0","https://x.com/012110lhn/status/1905393402365063643","1306964475921289217","012110lhn"
"1905393333175722066","Thu Mar 27 22:55:45 +0000 2025","0","Je ne suis absolument pas ouvert au débat ! Mention honorable : HnK Bleach &amp; Naruto pour la régularité https://t.co/VW4M1lzej1","1905393333175722066","https://pbs.twimg.com/ext_tw_video_thumb/1905393222064431104/pu/img/J2eMl6KmLFe8zZRo.jpg","","fr","Paris, France","0","0","0","https://x.com/MK_RZA/status/1905393333175722066","2967472216","MK_RZA"
"1905381865881477252","Thu Mar 27 22:55:34 +0000 2025","0","@NarutoDaily_ One of my fav scenes in Naruto ngl","1905393287227125906","","NarutoDaily_","en","Alternate Universe 7","0","0","0","https://x.com/Nakina_Dokkan/status/1905393287227125906","1697306937963040768","Nakina_Dokkan"
"1905393279635533959","Thu Mar 27 22:55:33 +0000 2025","0","hi @grok who would win a duel? Naruto or Ichigo from Bleach","1905393279635533959","","","en","","0","0","0","https://x.com/stubbornd0nkey/status/1905393279635533959","732543491239227392","stubbornd0nkey"
"1905393212165951905","Thu Mar 27 22:55:16 +0000 2025","0","Fiquei tão desanimada agr q tô querendo ir embora e não fazer nem o fitdance parece que nenhuma experiência legal que compartilho tá certo e isso me desanima muito. Acho que vou pra casa ver naruto.","1905393212165951905","","","pt","","0","0","0","https://x.com/_annapin/status/1905393212165951905","4260866554","_annapin"
"1905379152838230377","Thu Mar 27 22:55:14 +0000 2025","0","@STPR_Kanae おはあり！","1905393202833883235","","STPR_Kanae","ja","るぅとくんとなるのストーリーは秘密基地に","0","0","0","https://x.com/naruto_06231025/status/1905393202833883235","1312304967642828801","naruto_06231025"
"1905393174765281413","Thu Mar 27 22:55:08 +0000 2025","0","naruto.","1905393174765281413","","","tl","⠀to⠀keep⠀the⠀ will⠀of⠀ 𝒻ire⠀,","0","0","0","https://x.com/volontedefeu/status/1905393174765281413","1579152168933793792","volontedefeu"
"1905379152838230377","Thu Mar 27 22:55:06 +0000 2025","0","@Yura___sinonon おはあり！","1905393169308786712","","Yura___sinonon","ja","るぅとくんとなるのストーリーは秘密基地に","0","0","0","https://x.com/naruto_06231025/status/1905393169308786712","1312304967642828801","naruto_06231025"
"1905264044472479820","Thu Mar 27 22:55:01 +0000 2025","0","@Yura___sinonon んね！","1905393146844119336","","Yura___sinonon","ja","るぅとくんとなるのストーリーは秘密基地に","0","0","0","https://x.com/naruto_06231025/status/1905393146844119336","1312304967642828801","naruto_06231025"
"1905379152838230377","Thu Mar 27 22:54:52 +0000 2025","0","@riri_252518 おはあり！","1905393109019885967","","riri_252518","ja","るぅとくんとなるのストーリーは秘密基地に","0","0","0","https://x.com/naruto_06231025/status/1905393109019885967","1312304967642828801","naruto_06231025"
"1905212936936735213","Thu Mar 27 22:54:51 +0000 2025","0","@kishimotomasshi if only they didn't shove naruto to save the day in this arc and have the trio ino shika cho actually get revenge by themselves","1905393106108719425","","kishimotomasshi","en","","0","0","0","https://x.com/Wael29376776/status/1905393106108719425","1566822775154778113","Wael29376776"
"1905324373348606147","Thu Mar 27 22:54:51 +0000 2025","1","@pedroffranco6 acabei de comentar sobre","1905393104246493418","","pedroffranco6","pt","","0","0","0","https://x.com/whatifnaruboru/status/1905393104246493418","1897368795720900610","whatifnaruboru"
"1905391390072472009","Thu Mar 27 22:54:42 +0000 2025","0","@piononozz hola naruto","1905393065763729682","","piononozz","es","gianni","0","0","0","https://x.com/lvbagjh/status/1905393065763729682","1883156395295428608","lvbagjh"
"1905273521049124868","Thu Mar 27 22:54:38 +0000 2025","0","@lordbrazes Like Naruto should ve been with Sakura","1905393051951919439","","lordbrazes","en","Jamaica","0","0","0","https://x.com/ironicup/status/1905393051951919439","764621018761748481","ironicup"
"1905379152838230377","Thu Mar 27 22:54:36 +0000 2025","0","@naruto_06231025 おはよ！！","1905393042233983445","","naruto_06231025","ja","君が何処かで生きてると思うだけでまだ歩けそうなんだ","0","1","0","https://x.com/STPR_Kanae/status/1905393042233983445","1775692041567264768","STPR_Kanae"
"1905393040895684832","Thu Mar 27 22:54:36 +0000 2025","1","Sakura Week: Day 3 - Trapped in Another Anime (Genre) I went with One Piece hehe (chopper would be so amazed by her) @sakurahweek #onepiece #naruto #SakuraWeek2025 #sakura https://t.co/GoDLGWiYHC","1905393040895684832","https://pbs.twimg.com/media/GnFQ2BoWIAASaQ7.jpg","","en","","0","0","0","https://x.com/cerisebird_/status/1905393040895684832","1825276609420541952","cerisebird_"
"1905393021400875080","Thu Mar 27 22:54:31 +0000 2025","0","電車に、NARUTO見ながらDSしてる奴いてアツい。リズム天国、おみせっち、トモコレといい今って平成？？","1905393021400875080","","","ja","","0","0","0","https://x.com/tontoro125/status/1905393021400875080","2697031003","tontoro125"
