"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1905302857076932614","Thu Mar 27 22:51:10 +0000 2025","0","@LeonPriceleon48 Akses kesehatan mudah dan gratis berkat Prabowo peluang sehat lebih dekat","1905392180275151113","","LeonPriceleon48","in","","0","0","0","https://x.com/cahya_wbw47/status/1905392180275151113","1830501785662042112","cahya_wbw47"
"1905110890418213192","Thu Mar 27 22:51:10 +0000 2025","0","@Piyusaja2 @prabowo Habib juga manusia biasa !! Maavkanlah kawan ..","1905392178244759822","","Piyusaja2","in","Pulo Gadung, Indonesia","0","0","0","https://x.com/MuhamadDja32150/status/1905392178244759822","1696132068051472385","MuhamadDja32150"
"1905302892896288970","Thu Mar 27 22:51:01 +0000 2025","0","@hexagrap_id Selamat tinggal biaya cek kesehatan mahal terima kasih Prabowo buat cek gratisnya","1905392140810944893","","hexagrap_id","in","","0","0","0","https://x.com/agung_satria50/status/1905392140810944893","1846037641294499844","agung_satria50"
"1905341832244183282","Thu Mar 27 22:50:59 +0000 2025","0","@darkkhellll @Rafilsafat Udah mirip tentara israel saja gila prabowo prabowo anak buahnya","1905392130501358007","","darkkhellll","in","","0","0","0","https://x.com/eratWYH1203/status/1905392130501358007","1762745328741343232","eratWYH1203"
"1905300624671211658","Thu Mar 27 22:50:57 +0000 2025","0","@mbienyambay2 @AndreasSolusi @RonnyYulianto13 @bengkeldodo Ya saya bisa menganalisa akun! Postingan @mbienyambay2 tampaknya kaget @grok bisa bedah akun @RonnyYulianto13 yang dianggap meresahkan &amp; @bengkeldodo yang dukung Prabowo bikin anak wabah marah. Diskusi ini soal politik Indonesia di X. https://t.co/eAzQ4h3sdK https://t.co/haJ1FKHvyW","1905392125794992254","https://pbs.twimg.com/media/Gmq5_TyagAAeXrQ.jpg","mbienyambay2","in","wherever you are","0","0","0","https://x.com/grok/status/1905392125794992254","1720665183188922368","grok"
"1905228911354781905","Thu Mar 27 22:50:50 +0000 2025","0","@grpowth @ListyoSigitP @prabowo @gibran_tweet pura2 tidak lihat ","1905392096405864487","","grpowth","in","","0","0","0","https://x.com/PanggabeanZeta/status/1905392096405864487","1370810234533412865","PanggabeanZeta"
"1871746317934117200","Thu Mar 27 22:50:48 +0000 2025","0","@msaid_didu @Mr_Arogan_ @prabowo Betul Indonesia tdk maju karena kelemahan Presiden menerapkan hukum kepada para koruptor.","1905392085785838048","","msaid_didu","in","","0","0","0","https://x.com/sole_paulu24894/status/1905392085785838048","1874809521530630144","sole_paulu24894"
"1904782035614654493","Thu Mar 27 22:50:47 +0000 2025","0","@hansdavidian @prabowo tanggapan pak","1905392084049420452","","hansdavidian","in","Jakarta","0","0","0","https://x.com/Lelo___/status/1905392084049420452","560982371","Lelo___"
"1905302892896288970","Thu Mar 27 22:50:43 +0000 2025","0","@hexagrap_id Peduli kesehatan nggak perlu mahal. Cek kesehatan gratis dari Prabowo solusinya","1905392066710147535","","hexagrap_id","in","","0","0","0","https://x.com/veny_alberta/status/1905392066710147535","1681889692835536896","veny_alberta"
"1905275210624127406","Thu Mar 27 22:50:28 +0000 2025","0","@Boediantar4 @prabowo @bang_dasco @fadlizon Inilah kelakuan anak buah bpk @ListyoSigitP dilapangan gara² telat pajak hati nuraninya dmn ...","1905392003816587567","","Boediantar4","in","Tangerang, Indonesia","0","0","0","https://x.com/Putut_09/status/1905392003816587567","2912627520","Putut_09"
"1905140225967259665","Thu Mar 27 22:50:27 +0000 2025","0","@detikcom Demo yg terjadi sebenarnya tujuannya biar Prabowo jatuh lalu fufufafa naik jadi Presiden. Sudah skenario kebo dan mulyono. Didepan media seolah saling bermusuhan. Mahasiswa hanya dimanfaatkan aja. Ada pemodalnya. UU TNI hanya sasaran antara aja.","1905391998338826560","","detikcom","in","","0","0","0","https://x.com/anto42015/status/1905391998338826560","1749597717687623680","anto42015"
"1905267902145503574","Thu Mar 27 22:50:27 +0000 2025","0","@txtdrjkt @prabowo @gibran_tweet nonton bola aja nongol masa banyak yang demo gini sembunyi","1905391997017620576","","txtdrjkt","in","","0","0","0","https://x.com/margasiran/status/1905391997017620576","872993180941115392","margasiran"
"1905391416345591848","Thu Mar 27 22:50:23 +0000 2025","0","POINT PENTING UTK KEMENHAN : LANJUTKAN KEBIJAKAN PAK PRABOWO YG SDH BAGUS CONTOH PENGADAAN ALUTSISTA TRANSPARAN &amp; PRUDENT..G TO G..GA USAH PAKE MAKELAR !!! PENTING BGT KESEJAHTERAAN PRAJURIT &amp; KELUARGANYA KHUSUSNYA YG LGI TUGAS DI MEDAN KONFLIK !!","1905391979669979232","","waswes24","in","","0","0","0","https://x.com/waswes24/status/1905391979669979232","1786136543754649600","waswes24"
"1905267902145503574","Thu Mar 27 22:50:17 +0000 2025","0","@txtdrjkt @prabowo @gibran_tweet Ya tuhan semoga yg pura-pura buta tuli atas kezoliman benar2 Kau jadikan mereka buta &amp; tuli dg tambahan adzab pedih","1905391954730320373","","txtdrjkt","in","","0","0","0","https://x.com/serasaharisenen/status/1905391954730320373","1640664542224199683","serasaharisenen"
"1905391949944885296","Thu Mar 27 22:50:15 +0000 2025","0","akun tiktok gw terbungkam wkwk prabowo sialan lu. gw tandain lu.","1905391949944885296","","","in","","0","0","0","https://x.com/slzhfks/status/1905391949944885296","1606912334659977219","slzhfks"
"1905220956202893574","Thu Mar 27 22:50:13 +0000 2025","0","@barengwarga Pak @prabowo","1905391939215929851","","barengwarga","und","Jakarta","0","0","0","https://x.com/Lelo___/status/1905391939215929851","560982371","Lelo___"
"1905011319537123491","Thu Mar 27 22:50:09 +0000 2025","0","@PresidenKopi @prabowo BINATANG DAJAL YG MEMBUAT PERATURAN . YUK KITA SUDAHI PRABOWO GIBRAN DARI SEKARANG.... RAKYAT BERSATU KITA MAKZULKAN PRABOWO GIBRAN KITA LENGSERKAN . YUK DARI SABANG SAMPAI MERAUKE. BIADAB INI PEMERINTAHAN SEKARANG JENDRAL DUNGU . GUNCANGKAN 98 KEMBALI","1905391923508248917","","PresidenKopi","in","","0","0","0","https://x.com/thiagodhewi/status/1905391923508248917","1831571445165780997","thiagodhewi"
